챕터,스테이지,명중 요구치,집중 요구치
178,178-8,"1,034.2",876.7
178,178-9,"1,034.2",876.7
178,178-10,"1,034.2",876.7
178,178-11,"1,034.2",876.7
178,178-12,"1,034.2",876.7
178,178-13,"1,034.2",876.7
178,178-14,"1,034.2",876.7
178,178-15,"1,035.2",877.2
178,178-16,"1,035.2",877.2
178,178-17,"1,035.2",877.2
178,178-18,"1,035.2",877.2
178,178-19,"1,035.2",877.2
178,178-20,"1,035.2",877.2
178,178-21,"1,035.7",877.7
178,178-22,"1,035.7",877.7
178,178-23,"1,035.7",877.7
178,178-24,"1,035.7",877.7
178,178-25,"1,035.7",877.7
178,178-26,"1,035.7",877.7
178,178-27,"1,035.7",877.7
178,178-28,"1,036.2",878.2
178,178-29,"1,036.2",878.2
178,178-30,"1,036.2",878.2
179,179-1,"1,036.2",878.2
179,179-2,"1,036.2",878.2
179,179-3,"1,036.2",878.2
179,179-4,"1,036.2",878.2
179,179-5,"1,036.6",878.7
179,179-6,"1,036.6",878.7
179,179-7,"1,036.6",878.7
179,179-8,"1,036.6",878.7
179,179-9,"1,036.6",878.7
179,179-10,"1,036.6",878.7
179,179-11,"1,037.1",879.2
179,179-12,"1,037.1",879.2
179,179-13,"1,037.1",879.2
179,179-14,"1,037.1",879.2
179,179-15,"1,037.1",879.2
179,179-16,"1,037.1",879.2
179,179-17,"1,037.1",879.2
179,179-18,"1,037.6",879.7
179,179-19,"1,037.6",879.7
179,179-20,"1,037.6",879.7
179,179-21,"1,037.6",879.7
179,179-22,"1,037.6",879.7
179,179-23,"1,037.6",879.7
179,179-24,"1,037.6",879.7
179,179-25,"1,038.1",880.2
179,179-26,"1,038.1",880.2
179,179-27,"1,038.1",880.2
179,179-28,"1,038.1",880.2
179,179-29,"1,038.1",880.2
179,179-30,"1,038.1",880.2
180,180-1,"1,038.6",880.6
180,180-2,"1,038.6",880.6
180,180-3,"1,038.6",880.6
180,180-4,"1,038.6",880.6
180,180-5,"1,038.6",880.6
180,180-6,"1,038.6",880.6
180,180-7,"1,038.6",880.6
180,180-8,"1,039.6",881.1
180,180-9,"1,039.6",881.1
180,180-10,"1,039.6",881.1
180,180-11,"1,039.6",881.1
180,180-12,"1,039.6",881.1
180,180-13,"1,039.6",881.1
180,180-14,"1,039.6",881.1
180,180-15,"1,040.5",881.6
180,180-16,"1,040.5",881.6
180,180-17,"1,040.5",881.6
180,180-18,"1,040.5",881.6
180,180-19,"1,040.5",881.6
180,180-20,"1,040.5",881.6
180,180-21,"1,041",882.1
180,180-22,"1,041",882.1
180,180-23,"1,041",882.1
180,180-24,"1,041",882.1
180,180-25,"1,041",882.1
180,180-26,"1,041",882.1
180,180-27,"1,041",882.1
180,180-28,"1,041.5",882.6
180,180-29,"1,041.5",882.6
180,180-30,"1,041.5",882.6
181,181-1,"1,041.5",882.6
181,181-2,"1,041.5",882.6
181,181-3,"1,041.5",882.6
181,181-4,"1,041.5",882.6
181,181-5,"1,042",883.1
181,181-6,"1,042",883.1
181,181-7,"1,042",883.1
181,181-8,"1,042",883.1
181,181-9,"1,042",883.1
181,181-10,"1,042",883.1
181,181-11,"1,042.5",883.6
181,181-12,"1,042.5",883.6
181,181-13,"1,042.5",883.6
181,181-14,"1,042.5",883.6
181,181-15,"1,042.5",883.6
181,181-16,"1,042.5",883.6
181,181-17,"1,042.5",883.6
181,181-18,"1,043",884
181,181-19,"1,043",884
181,181-20,"1,043",884
181,181-21,"1,043",884
181,181-22,"1,043",884
181,181-23,"1,043",884
181,181-24,"1,043",884
181,181-25,"1,043.4",884.5
181,181-26,"1,043.4",884.5
181,181-27,"1,043.4",884.5
181,181-28,"1,043.4",884.5
181,181-29,"1,043.4",884.5
181,181-30,"1,043.4",884.5
182,182-1,"1,043.9",885
182,182-2,"1,043.9",885
182,182-3,"1,043.9",885
182,182-4,"1,043.9",885
182,182-5,"1,043.9",885
182,182-6,"1,043.9",885
182,182-7,"1,043.9",885
182,182-8,"1,044.4",885.5
182,182-9,"1,044.4",885.5
182,182-10,"1,044.4",885.5
182,182-11,"1,044.4",885.5
182,182-12,"1,044.4",885.5
182,182-13,"1,044.4",885.5
182,182-14,"1,044.4",885.5
182,182-15,"1,045.4",886
182,182-16,"1,045.4",886
182,182-17,"1,045.4",886
182,182-18,"1,045.4",886
182,182-19,"1,045.4",886
182,182-20,"1,045.4",886
182,182-21,"1,045.9",886.5
182,182-22,"1,045.9",886.5
182,182-23,"1,045.9",886.5
182,182-24,"1,045.9",886.5
182,182-25,"1,045.9",886.5
182,182-26,"1,045.9",886.5
182,182-27,"1,045.9",886.5
182,182-28,"1,046.3",886.9
182,182-29,"1,046.3",886.9
182,182-30,"1,046.3",886.9
183,183-1,"1,046.3",886.9
183,183-2,"1,046.3",886.9
183,183-3,"1,046.3",886.9
183,183-4,"1,046.3",886.9
183,183-5,"1,046.8",887.4
183,183-6,"1,046.8",887.4
183,183-7,"1,046.8",887.4
183,183-8,"1,046.8",887.4
183,183-9,"1,046.8",887.4
183,183-10,"1,046.8",887.4
183,183-11,"1,047.3",887.9
183,183-12,"1,047.3",887.9
183,183-13,"1,047.3",887.9
183,183-14,"1,047.3",887.9
183,183-15,"1,047.3",887.9
183,183-16,"1,047.3",887.9
183,183-17,"1,047.3",887.9
183,183-18,"1,048.3",888.4
183,183-19,"1,048.3",888.4
183,183-20,"1,048.3",888.4
183,183-21,"1,048.3",888.4
183,183-22,"1,048.3",888.4
183,183-23,"1,048.3",888.4
183,183-24,"1,048.3",888.4
183,183-25,"1,048.8",888.9
183,183-26,"1,048.8",888.9
183,183-27,"1,048.8",888.9
183,183-28,"1,048.8",888.9
183,183-29,"1,048.8",888.9
183,183-30,"1,048.8",888.9
184,184-1,"1,049.2",889.4
184,184-2,"1,049.2",889.4
184,184-3,"1,049.2",889.4
184,184-4,"1,049.2",889.4
184,184-5,"1,049.2",889.4
184,184-6,"1,049.2",889.4
184,184-7,"1,049.2",889.4
184,184-8,"1,050.2",889.8
184,184-9,"1,050.2",889.8
184,184-10,"1,050.2",889.8
184,184-11,"1,050.2",889.8
184,184-12,"1,050.2",889.8
184,184-13,"1,050.2",889.8
184,184-14,"1,050.2",889.8
184,184-15,"1,050.7",890.3
184,184-16,"1,050.7",890.3
184,184-17,"1,050.7",890.3
184,184-18,"1,050.7",890.3
184,184-19,"1,050.7",890.3
184,184-20,"1,050.7",890.3
184,184-21,"1,051.2",890.8
184,184-22,"1,051.2",890.8
184,184-23,"1,051.2",890.8
184,184-24,"1,051.2",890.8
184,184-25,"1,051.2",890.8
184,184-26,"1,051.2",890.8
184,184-27,"1,051.2",890.8
184,184-28,"1,051.6",891.3
184,184-29,"1,051.6",891.3
184,184-30,"1,051.6",891.3
185,185-1,"1,051.6",891.3
185,185-2,"1,051.6",891.3
185,185-3,"1,051.6",891.3
185,185-4,"1,051.6",891.3
185,185-5,"1,052.1",891.8
185,185-6,"1,052.1",891.8
185,185-7,"1,052.1",891.8
185,185-8,"1,052.1",891.8
185,185-9,"1,052.1",891.8
185,185-10,"1,052.1",891.8
185,185-11,"1,052.6",892.2
185,185-12,"1,052.6",892.2
185,185-13,"1,052.6",892.2
185,185-14,"1,052.6",892.2
185,185-15,"1,052.6",892.2
185,185-16,"1,052.6",892.2
185,185-17,"1,052.6",892.2
185,185-18,"1,053.1",892.7
185,185-19,"1,053.1",892.7
185,185-20,"1,053.1",892.7
185,185-21,"1,053.1",892.7
185,185-22,"1,053.1",892.7
185,185-23,"1,053.1",892.7
185,185-24,"1,053.1",892.7
185,185-25,"1,053.6",893.2
185,185-26,"1,053.6",893.2
185,185-27,"1,053.6",893.2
185,185-28,"1,053.6",893.2
185,185-29,"1,053.6",893.2
185,185-30,"1,053.6",893.2
186,186-1,"1,054",893.7
186,186-2,"1,054",893.7
186,186-3,"1,054",893.7
186,186-4,"1,054",893.7
186,186-5,"1,054",893.7
186,186-6,"1,054",893.7
186,186-7,"1,054",893.7
186,186-8,"1,054.5",894.1
186,186-9,"1,054.5",894.1
186,186-10,"1,054.5",894.1
186,186-11,"1,054.5",894.1
186,186-12,"1,054.5",894.1
186,186-13,"1,054.5",894.1
186,186-14,"1,054.5",894.1
186,186-15,"1,055.5",894.6
186,186-16,"1,055.5",894.6
186,186-17,"1,055.5",894.6
186,186-18,"1,055.5",894.6
186,186-19,"1,055.5",894.6
186,186-20,"1,055.5",894.6
186,186-21,"1,056.4",895.1
186,186-22,"1,056.4",895.1
186,186-23,"1,056.4",895.1
186,186-24,"1,056.4",895.1
186,186-25,"1,056.4",895.1
186,186-26,"1,056.4",895.1
186,186-27,"1,056.4",895.1
186,186-28,"1,056.9",895.6
186,186-29,"1,056.9",895.6
186,186-30,"1,056.9",895.6
187,187-1,"1,056.9",895.6
187,187-2,"1,056.9",895.6
187,187-3,"1,056.9",895.6
187,187-4,"1,056.9",895.6
187,187-5,"1,057.4",896.1
187,187-6,"1,057.4",896.1
187,187-7,"1,057.4",896.1
187,187-8,"1,057.4",896.1
187,187-9,"1,057.4",896.1
187,187-10,"1,057.4",896.1
187,187-11,"1,057.9",896.5
187,187-12,"1,057.9",896.5
187,187-13,"1,057.9",896.5
187,187-14,"1,057.9",896.5
187,187-15,"1,057.9",896.5
187,187-16,"1,057.9",896.5
187,187-17,"1,057.9",896.5
187,187-18,"1,058.3",897
187,187-19,"1,058.3",897
187,187-20,"1,058.3",897
187,187-21,"1,058.3",897
187,187-22,"1,058.3",897
187,187-23,"1,058.3",897
187,187-24,"1,058.3",897
187,187-25,"1,058.8",897.5
187,187-26,"1,058.8",897.5
187,187-27,"1,058.8",897.5
187,187-28,"1,058.8",897.5
187,187-29,"1,058.8",897.5
187,187-30,"1,058.8",897.5
188,188-1,"1,059.3",898
188,188-2,"1,059.3",898
188,188-3,"1,059.3",898
188,188-4,"1,059.3",898
188,188-5,"1,059.3",898
188,188-6,"1,059.3",898
188,188-7,"1,059.3",898
188,188-8,"1,059.8",898.4
188,188-9,"1,059.8",898.4
188,188-10,"1,059.8",898.4
188,188-11,"1,059.8",898.4
188,188-12,"1,059.8",898.4
188,188-13,"1,059.8",898.4
188,188-14,"1,059.8",898.4
188,188-15,"1,060.7",898.9
188,188-16,"1,060.7",898.9
188,188-17,"1,060.7",898.9
188,188-18,"1,060.7",898.9
188,188-19,"1,060.7",898.9
188,188-20,"1,060.7",898.9
188,188-21,"1,061.2",899.4
188,188-22,"1,061.2",899.4
188,188-23,"1,061.2",899.4
188,188-24,"1,061.2",899.4
188,188-25,"1,061.2",899.4
188,188-26,"1,061.2",899.4
188,188-27,"1,061.2",899.4
188,188-28,"1,061.7",899.9
188,188-29,"1,061.7",899.9
188,188-30,"1,061.7",899.9
189,189-1,"1,061.7",899.9
189,189-2,"1,061.7",899.9
189,189-3,"1,061.7",899.9
189,189-4,"1,061.7",899.9
189,189-5,"1,062.2",900.4
189,189-6,"1,062.2",900.4
189,189-7,"1,062.2",900.4
189,189-8,"1,062.2",900.4
189,189-9,"1,062.2",900.4
189,189-10,"1,062.2",900.4
189,189-11,"1,062.6",900.8
189,189-12,"1,062.6",900.8
189,189-13,"1,062.6",900.8
189,189-14,"1,062.6",900.8
189,189-15,"1,062.6",900.8
189,189-16,"1,062.6",900.8
189,189-17,"1,062.6",900.8
189,189-18,"1,063.1",901.3
189,189-19,"1,063.1",901.3
189,189-20,"1,063.1",901.3
189,189-21,"1,063.1",901.3
189,189-22,"1,063.1",901.3
189,189-23,"1,063.1",901.3
189,189-24,"1,063.1",901.3
189,189-25,"1,064.1",901.8
189,189-26,"1,064.1",901.8
189,189-27,"1,064.1",901.8
189,189-28,"1,064.1",901.8
189,189-29,"1,064.1",901.8
189,189-30,"1,064.1",901.8
190,190-1,"1,064.5",902.3
190,190-2,"1,064.5",902.3
190,190-3,"1,064.5",902.3
190,190-4,"1,064.5",902.3
190,190-5,"1,064.5",902.3
190,190-6,"1,064.5",902.3
190,190-7,"1,064.5",902.3
190,190-8,"1,065.5",902.7
190,190-9,"1,065.5",902.7
190,190-10,"1,065.5",902.7
190,190-11,"1,065.5",902.7
190,190-12,"1,065.5",902.7
190,190-13,"1,065.5",902.7
190,190-14,"1,065.5",902.7
190,190-15,"1,066",903.2
190,190-16,"1,066",903.2
190,190-17,"1,066",903.2
190,190-18,"1,066",903.2
190,190-19,"1,066",903.2
190,190-20,"1,066",903.2
190,190-21,"1,066.4",903.7
190,190-22,"1,066.4",903.7
190,190-23,"1,066.4",903.7
190,190-24,"1,066.4",903.7
190,190-25,"1,066.4",903.7
190,190-26,"1,066.4",903.7
190,190-27,"1,066.4",903.7
190,190-28,"1,066.9",904.1
190,190-29,"1,066.9",904.1
190,190-30,"1,066.9",904.1
191,191-1,"1,066.9",904.1
191,191-2,"1,066.9",904.1
191,191-3,"1,066.9",904.1
191,191-4,"1,066.9",904.1
191,191-5,"1,067.4",904.6
191,191-6,"1,067.4",904.6
191,191-7,"1,067.4",904.6
191,191-8,"1,067.4",904.6
191,191-9,"1,067.4",904.6
191,191-10,"1,067.4",904.6
191,191-11,"1,067.8",905.1
191,191-12,"1,067.8",905.1
191,191-13,"1,067.8",905.1
191,191-14,"1,067.8",905.1
191,191-15,"1,067.8",905.1
191,191-16,"1,067.8",905.1
191,191-17,"1,067.8",905.1
191,191-18,"1,068.3",905.6
191,191-19,"1,068.3",905.6
191,191-20,"1,068.3",905.6
191,191-21,"1,068.3",905.6
191,191-22,"1,068.3",905.6
191,191-23,"1,068.3",905.6
191,191-24,"1,068.3",905.6
191,191-25,"1,068.8",906
191,191-26,"1,068.8",906
191,191-27,"1,068.8",906
191,191-28,"1,068.8",906
191,191-29,"1,068.8",906
191,191-30,"1,068.8",906
192,192-1,"1,069.3",906.5
192,192-2,"1,069.3",906.5
192,192-3,"1,069.3",906.5
192,192-4,"1,069.3",906.5
192,192-5,"1,069.3",906.5
192,192-6,"1,069.3",906.5
192,192-7,"1,069.3",906.5
192,192-8,"1,069.7",907
192,192-9,"1,069.7",907
192,192-10,"1,069.7",907
192,192-11,"1,069.7",907
192,192-12,"1,069.7",907
192,192-13,"1,069.7",907
192,192-14,"1,069.7",907
192,192-15,"1,070.2",907.5
192,192-16,"1,070.2",907.5
192,192-17,"1,070.2",907.5
192,192-18,"1,070.2",907.5
192,192-19,"1,070.2",907.5
192,192-20,"1,070.2",907.5
192,192-21,"1,071.1",907.9
192,192-22,"1,071.1",907.9
192,192-23,"1,071.1",907.9
192,192-24,"1,071.1",907.9
192,192-25,"1,071.1",907.9
192,192-26,"1,071.1",907.9
192,192-27,"1,071.1",907.9
192,192-28,"1,071.6",908.4
192,192-29,"1,071.6",908.4
192,192-30,"1,071.6",908.4
193,193-1,"1,071.6",908.4
193,193-2,"1,071.6",908.4
193,193-3,"1,071.6",908.4
193,193-4,"1,071.6",908.4
193,193-5,"1,072.6",908.9
193,193-6,"1,072.6",908.9
193,193-7,"1,072.6",908.9
193,193-8,"1,072.6",908.9
193,193-9,"1,072.6",908.9
193,193-10,"1,072.6",908.9
193,193-11,"1,073",909.3
193,193-12,"1,073",909.3
193,193-13,"1,073",909.3
193,193-14,"1,073",909.3
193,193-15,"1,073",909.3
193,193-16,"1,073",909.3
193,193-17,"1,073",909.3
193,193-18,"1,073.5",909.8
193,193-19,"1,073.5",909.8
193,193-20,"1,073.5",909.8
193,193-21,"1,073.5",909.8
193,193-22,"1,073.5",909.8
193,193-23,"1,073.5",909.8
193,193-24,"1,073.5",909.8
193,193-25,"1,074",910.3
193,193-26,"1,074",910.3
193,193-27,"1,074",910.3
193,193-28,"1,074",910.3
193,193-29,"1,074",910.3
193,193-30,"1,074",910.3
194,194-1,"1,074.4",910.7
194,194-2,"1,074.4",910.7
194,194-3,"1,074.4",910.7
194,194-4,"1,074.4",910.7
194,194-5,"1,074.4",910.7
194,194-6,"1,074.4",910.7
194,194-7,"1,074.4",910.7
194,194-8,"1,075.4",911.2
194,194-9,"1,075.4",911.2
194,194-10,"1,075.4",911.2
194,194-11,"1,075.4",911.2
194,194-12,"1,075.4",911.2
194,194-13,"1,075.4",911.2
194,194-14,"1,075.4",911.2
194,194-15,"1,075.9",911.7
194,194-16,"1,075.9",911.7
194,194-17,"1,075.9",911.7
194,194-18,"1,075.9",911.7
194,194-19,"1,075.9",911.7
194,194-20,"1,075.9",911.7
194,194-21,"1,076.3",912.2
194,194-22,"1,076.3",912.2
194,194-23,"1,076.3",912.2
194,194-24,"1,076.3",912.2
194,194-25,"1,076.3",912.2
194,194-26,"1,076.3",912.2
194,194-27,"1,076.3",912.2
194,194-28,"1,076.8",912.6
194,194-29,"1,076.8",912.6
194,194-30,"1,076.8",912.6
195,195-1,"1,076.8",912.6
195,195-2,"1,076.8",912.6
195,195-3,"1,076.8",912.6
195,195-4,"1,076.8",912.6
195,195-5,"1,077.3",913.1
195,195-6,"1,077.3",913.1
195,195-7,"1,077.3",913.1
195,195-8,"1,077.3",913.1
195,195-9,"1,077.3",913.1
195,195-10,"1,077.3",913.1
195,195-11,"1,077.7",913.6
195,195-12,"1,077.7",913.6
195,195-13,"1,077.7",913.6
195,195-14,"1,077.7",913.6
195,195-15,"1,077.7",913.6
195,195-16,"1,077.7",913.6
195,195-17,"1,077.7",913.6
195,195-18,"1,078.2",914
195,195-19,"1,078.2",914
195,195-20,"1,078.2",914
195,195-21,"1,078.2",914
195,195-22,"1,078.2",914
195,195-23,"1,078.2",914
195,195-24,"1,078.2",914
195,195-25,"1,078.7",914.5
195,195-26,"1,078.7",914.5
195,195-27,"1,078.7",914.5
195,195-28,"1,078.7",914.5
195,195-29,"1,078.7",914.5
195,195-30,"1,078.7",914.5
196,196-1,"1,079.1",915
196,196-2,"1,079.1",915
196,196-3,"1,079.1",915
196,196-4,"1,079.1",915
196,196-5,"1,079.1",915
196,196-6,"1,079.1",915
196,196-7,"1,079.1",915
196,196-8,"1,080.1",915.4
196,196-9,"1,080.1",915.4
196,196-10,"1,080.1",915.4
196,196-11,"1,080.1",915.4
196,196-12,"1,080.1",915.4
196,196-13,"1,080.1",915.4
196,196-14,"1,080.1",915.4
196,196-15,"1,080.5",915.9
196,196-16,"1,080.5",915.9
196,196-17,"1,080.5",915.9
196,196-18,"1,080.5",915.9
196,196-19,"1,080.5",915.9
196,196-20,"1,080.5",915.9
196,196-21,"1,081.5",916.4
196,196-22,"1,081.5",916.4
196,196-23,"1,081.5",916.4
196,196-24,"1,081.5",916.4
196,196-25,"1,081.5",916.4
196,196-26,"1,081.5",916.4
196,196-27,"1,081.5",916.4
196,196-28,"1,081.9",916.8
196,196-29,"1,081.9",916.8
196,196-30,"1,081.9",916.8
197,197-1,"1,081.9",916.8
197,197-2,"1,081.9",916.8
197,197-3,"1,081.9",916.8
197,197-4,"1,081.9",916.8
197,197-5,"1,082.4",917.3
197,197-6,"1,082.4",917.3
197,197-7,"1,082.4",917.3
197,197-8,"1,082.4",917.3
197,197-9,"1,082.4",917.3
197,197-10,"1,082.4",917.3
197,197-11,"1,082.9",917.8
197,197-12,"1,082.9",917.8
197,197-13,"1,082.9",917.8
197,197-14,"1,082.9",917.8
197,197-15,"1,082.9",917.8
197,197-16,"1,082.9",917.8
197,197-17,"1,082.9",917.8
197,197-18,"1,083.3",918.2
197,197-19,"1,083.3",918.2
197,197-20,"1,083.3",918.2
197,197-21,"1,083.3",918.2
197,197-22,"1,083.3",918.2
197,197-23,"1,083.3",918.2
197,197-24,"1,083.3",918.2
197,197-25,"1,083.8",918.7
197,197-26,"1,083.8",918.7
197,197-27,"1,083.8",918.7
197,197-28,"1,083.8",918.7
197,197-29,"1,083.8",918.7
197,197-30,"1,083.8",918.7
198,198-1,"1,084.3",919.2
198,198-2,"1,084.3",919.2
198,198-3,"1,084.3",919.2
198,198-4,"1,084.3",919.2
198,198-5,"1,084.3",919.2
198,198-6,"1,084.3",919.2
198,198-7,"1,084.3",919.2
198,198-8,"1,085.2",919.6
198,198-9,"1,085.2",919.6
198,198-10,"1,085.2",919.6
198,198-11,"1,085.2",919.6
198,198-12,"1,085.2",919.6
198,198-13,"1,085.2",919.6
198,198-14,"1,085.2",919.6
198,198-15,"1,085.7",920.1
198,198-16,"1,085.7",920.1
198,198-17,"1,085.7",920.1
198,198-18,"1,085.7",920.1
198,198-19,"1,085.7",920.1
198,198-20,"1,085.7",920.1
198,198-21,"1,086.1",920.6
198,198-22,"1,086.1",920.6
198,198-23,"1,086.1",920.6
198,198-24,"1,086.1",920.6
198,198-25,"1,086.1",920.6
198,198-26,"1,086.1",920.6
198,198-27,"1,086.1",920.6
198,198-28,"1,086.6",921
198,198-29,"1,086.6",921
198,198-30,"1,086.6",921
199,199-1,"1,086.6",921
199,199-2,"1,086.6",921
199,199-3,"1,086.6",921
199,199-4,"1,086.6",921
199,199-5,"1,087.1",921.5
199,199-6,"1,087.1",921.5
199,199-7,"1,087.1",921.5
199,199-8,"1,087.1",921.5
199,199-9,"1,087.1",921.5
199,199-10,"1,087.1",921.5
199,199-11,"1,088",922
199,199-12,"1,088",922
199,199-13,"1,088",922
199,199-14,"1,088",922
199,199-15,"1,088",922
199,199-16,"1,088",922
199,199-17,"1,088",922
199,199-18,"1,088.5",922.4
199,199-19,"1,088.5",922.4
199,199-20,"1,088.5",922.4
199,199-21,"1,088.5",922.4
199,199-22,"1,088.5",922.4
199,199-23,"1,088.5",922.4
199,199-24,"1,088.5",922.4
199,199-25,"1,088.9",922.9
199,199-26,"1,088.9",922.9
199,199-27,"1,088.9",922.9
199,199-28,"1,088.9",922.9
199,199-29,"1,088.9",922.9
199,199-30,"1,088.9",922.9
200,200-1,"1,089.4",923.4
200,200-2,"1,089.4",923.4
200,200-3,"1,089.4",923.4
200,200-4,"1,089.4",923.4
200,200-5,"1,089.4",923.4
200,200-6,"1,089.4",923.4
200,200-7,"1,089.4",923.4
200,200-8,"1,089.8",923.8
200,200-9,"1,089.8",923.8
200,200-10,"1,089.8",923.8
200,200-11,"1,089.8",923.8
200,200-12,"1,089.8",923.8
200,200-13,"1,089.8",923.8
200,200-14,"1,089.8",923.8
200,200-15,"1,090.3",924.3
200,200-16,"1,090.3",924.3
200,200-17,"1,090.3",924.3
200,200-18,"1,090.3",924.3
200,200-19,"1,090.3",924.3
200,200-20,"1,090.3",924.3
200,200-21,"1,090.8",924.7
200,200-22,"1,090.8",924.7
200,200-23,"1,090.8",924.7
200,200-24,"1,090.8",924.7
200,200-25,"1,090.8",924.7
200,200-26,"1,090.8",924.7
200,200-27,"1,090.8",924.7
200,200-28,"1,091.7",925.2
200,200-29,"1,091.7",925.2
200,200-30,"1,091.7",925.2
201,201-1,"1,091.7",925.2
201,201-2,"1,091.7",925.2
201,201-3,"1,091.7",925.2
201,201-4,"1,091.7",925.2
201,201-5,"1,092.2",925.7
201,201-6,"1,092.2",925.7
201,201-7,"1,092.2",925.7
201,201-8,"1,092.2",925.7
201,201-9,"1,092.2",925.7
201,201-10,"1,092.2",925.7
201,201-11,"1,092.6",926.1
201,201-12,"1,092.6",926.1
201,201-13,"1,092.6",926.1
201,201-14,"1,092.6",926.1
201,201-15,"1,092.6",926.1
201,201-16,"1,092.6",926.1
201,201-17,"1,092.6",926.1
201,201-18,"1,093.1",926.6
201,201-19,"1,093.1",926.6
201,201-20,"1,093.1",926.6
201,201-21,"1,093.1",926.6
201,201-22,"1,093.1",926.6
201,201-23,"1,093.1",926.6
201,201-24,"1,093.1",926.6
201,201-25,"1,093.5",927.1
201,201-26,"1,093.5",927.1
201,201-27,"1,093.5",927.1
201,201-28,"1,093.5",927.1
201,201-29,"1,093.5",927.1
201,201-30,"1,093.5",927.1
202,202-1,"1,094",927.5
202,202-2,"1,094",927.5
202,202-3,"1,094",927.5
202,202-4,"1,094",927.5
202,202-5,"1,094",927.5
202,202-6,"1,094",927.5
202,202-7,"1,094",927.5
202,202-8,"1,094.9",928
202,202-9,"1,094.9",928
202,202-10,"1,094.9",928
202,202-11,"1,094.9",928
202,202-12,"1,094.9",928
202,202-13,"1,094.9",928
202,202-14,"1,094.9",928
202,202-15,"1,095.4",928.4
202,202-16,"1,095.4",928.4
202,202-17,"1,095.4",928.4
202,202-18,"1,095.4",928.4
202,202-19,"1,095.4",928.4
202,202-20,"1,095.4",928.4
202,202-21,"1,096.3",928.9
202,202-22,"1,096.3",928.9
202,202-23,"1,096.3",928.9
202,202-24,"1,096.3",928.9
202,202-25,"1,096.3",928.9
202,202-26,"1,096.3",928.9
202,202-27,"1,096.3",928.9
202,202-28,"1,096.8",929.4
202,202-29,"1,096.8",929.4
202,202-30,"1,096.8",929.4
203,203-1,"1,096.8",929.4
203,203-2,"1,096.8",929.4
203,203-3,"1,096.8",929.4
203,203-4,"1,096.8",929.4
203,203-5,"1,097.2",929.8
203,203-6,"1,097.2",929.8
203,203-7,"1,097.2",929.8
203,203-8,"1,097.2",929.8
203,203-9,"1,097.2",929.8
203,203-10,"1,097.2",929.8
203,203-11,"1,097.7",930.3
203,203-12,"1,097.7",930.3
203,203-13,"1,097.7",930.3
203,203-14,"1,097.7",930.3
203,203-15,"1,097.7",930.3
203,203-16,"1,097.7",930.3
203,203-17,"1,097.7",930.3
203,203-18,"1,098.2",930.7
203,203-19,"1,098.2",930.7
203,203-20,"1,098.2",930.7
203,203-21,"1,098.2",930.7
203,203-22,"1,098.2",930.7
203,203-23,"1,098.2",930.7
203,203-24,"1,098.2",930.7
203,203-25,"1,098.6",931.2
203,203-26,"1,098.6",931.2
203,203-27,"1,098.6",931.2
203,203-28,"1,098.6",931.2
203,203-29,"1,098.6",931.2
203,203-30,"1,098.6",931.2
204,204-1,"1,099.1",931.7
204,204-2,"1,099.1",931.7
204,204-3,"1,099.1",931.7
204,204-4,"1,099.1",931.7
204,204-5,"1,099.1",931.7
204,204-6,"1,099.1",931.7
204,204-7,"1,099.1",931.7
204,204-8,"1,099.5",932.1
204,204-9,"1,099.5",932.1
204,204-10,"1,099.5",932.1
204,204-11,"1,099.5",932.1
204,204-12,"1,099.5",932.1
204,204-13,"1,099.5",932.1
204,204-14,"1,099.5",932.1
204,204-15,"1,100",932.6
204,204-16,"1,100",932.6
204,204-17,"1,100",932.6
204,204-18,"1,100",932.6
204,204-19,"1,100",932.6
204,204-20,"1,100",932.6
204,204-21,"1,100.4",933
204,204-22,"1,100.4",933
204,204-23,"1,100.4",933
204,204-24,"1,100.4",933
204,204-25,"1,100.4",933
204,204-26,"1,100.4",933
204,204-27,"1,100.4",933
204,204-28,"1,100.9",933.5
204,204-29,"1,100.9",933.5
204,204-30,"1,100.9",933.5
205,205-1,"1,100.9",933.5
205,205-2,"1,100.9",933.5
205,205-3,"1,100.9",933.5
205,205-4,"1,100.9",933.5
205,205-5,"1,101.8",934
205,205-6,"1,101.8",934
205,205-7,"1,101.8",934
205,205-8,"1,101.8",934
205,205-9,"1,101.8",934
205,205-10,"1,101.8",934
205,205-11,"1,102.3",934.4
205,205-12,"1,102.3",934.4
205,205-13,"1,102.3",934.4
205,205-14,"1,102.3",934.4
205,205-15,"1,102.3",934.4
205,205-16,"1,102.3",934.4
205,205-17,"1,102.3",934.4
205,205-18,"1,102.7",934.9
205,205-19,"1,102.7",934.9
205,205-20,"1,102.7",934.9
205,205-21,"1,102.7",934.9
205,205-22,"1,102.7",934.9
205,205-23,"1,102.7",934.9
205,205-24,"1,102.7",934.9
205,205-25,"1,103.7",935.3
205,205-26,"1,103.7",935.3
205,205-27,"1,103.7",935.3
205,205-28,"1,103.7",935.3
205,205-29,"1,103.7",935.3
205,205-30,"1,103.7",935.3
206,206-1,"1,104.6",935.8
206,206-2,"1,104.6",935.8
206,206-3,"1,104.6",935.8
206,206-4,"1,104.6",935.8
206,206-5,"1,104.6",935.8
206,206-6,"1,104.6",935.8
206,206-7,"1,104.6",935.8
206,206-8,"1,105",936.2
