챕터,스테이지,55% 적정투력,75% 적정투력,100% 적정투력,120% 적정투력
18,18-26,224K 796,299K 728,374K 659,449K 591
18,18-27,225K 143,300K 190,375K 237,450K 285
18,18-28,225K 489,300K 652,375K 815,450K 978
18,18-29,225K 836,301K 114,376K 392,451K 671
18,18-30,226K 182,301K 576,376K 970,452K 364
19,19-1,226K 529,302K 39,377K 548,453K 58
19,19-2,226K 877,302K 502,378K 127,453K 753
19,19-3,227K 227,302K 969,378K 711,454K 454
19,19-4,227K 578,303K 437,379K 296,455K 156
19,19-5,227K 930,303K 906,379K 882,455K 859
19,19-6,228K 281,304K 375,380K 468,456K 562
19,19-7,228K 632,304K 843,381K 53,457K 264
19,19-8,228K 984,305K 312,381K 639,457K 967
19,19-9,229K 335,305K 780,382K 224,458K 669
19,19-10,229K 686,306K 248,382K 809,459K 371
19,19-11,230K 37,306K 716,383K 395,460K 74
19,19-12,230K 388,307K 184,383K 980,460K 776
19,19-13,230K 740,307K 653,384K 566,461K 480
19,19-14,231K 93,308K 124,385K 154,462K 185
19,19-15,231K 446,308K 595,385K 743,462K 892
19,19-16,231K 801,309K 68,386K 335,463K 602
19,19-17,232K 157,309K 543,386K 928,464K 314
19,19-18,232K 513,310K 17,387K 521,465K 26
19,19-19,232K 869,310K 492,388K 115,465K 738
19,19-20,233K 225,310K 967,388K 708,466K 450
19,19-21,233K 580,311K 440,389K 300,467K 160
19,19-22,233K 936,311K 915,389K 893,467K 872
19,19-23,234K 293,312K 390,390K 487,468K 585
19,19-24,234K 648,312K 864,391K 80,469K 296
19,19-25,235K 4,313K 338,391K 672,470K 7
19,19-26,235K 360,313K 813,392K 266,470K 720
19,19-27,235K 718,314K 291,392K 863,471K 436
19,19-28,236K 78,314K 771,393K 463,472K 156
19,19-29,236K 439,315K 252,394K 64,472K 877
19,19-30,236K 799,315K 732,394K 665,473K 598
20,20-1,237K 161,316K 214,395K 267,474K 321
20,20-2,237K 521,316K 695,395K 868,475K 42
20,20-3,237K 882,317K 176,396K 469,475K 763
20,20-4,238K 242,317K 656,397K 70,476K 484
20,20-5,238K 603,318K 137,397K 671,477K 206
20,20-6,238K 963,318K 617,398K 271,477K 926
20,20-7,239K 324,319K 99,398K 873,478K 648
20,20-8,239K 685,319K 580,399K 475,479K 370
20,20-9,240K 48,320K 64,400K 79,480K 95
20,20-10,240K 412,320K 549,400K 686,480K 824
20,20-11,240K 777,321K 36,401K 294,481K 553
20,20-12,241K 143,321K 524,401K 904,482K 285
20,20-13,241K 508,322K 10,402K 512,483K 15
20,20-14,241K 873,322K 497,403K 121,483K 746
20,20-15,242K 239,322K 985,403K 731,484K 478
20,20-16,242K 604,323K 472,404K 340,485K 208
20,20-17,242K 970,323K 960,404K 949,485K 939
20,20-18,243K 335,324K 447,405K 558,486K 670
20,20-19,243K 701,324K 935,406K 168,487K 402
20,20-20,244K 67,325K 423,406K 778,488K 134
20,20-21,244K 433,325K 910,407K 387,488K 865
20,20-22,244K 802,326K 402,408K 2,489K 603
20,20-23,245K 172,326K 896,408K 619,490K 343
20,20-24,245K 543,327K 390,409K 237,491K 85
20,20-25,245K 913,327K 884,409K 855,491K 826
20,20-26,246K 283,328K 377,410K 471,492K 566
20,20-27,246K 654,328K 872,411K 89,493K 307
20,20-28,247K 25,329K 366,411K 707,494K 49
20,20-29,247K 395,329K 860,412K 324,494K 789
20,20-30,247K 765,330K 353,412K 941,495K 530
21,21-1,248K 136,330K 848,413K 559,496K 271
21,21-2,248K 506,331K 341,414K 176,497K 12
21,21-3,248K 878,331K 837,414K 796,497K 756
21,21-4,249K 251,332K 335,415K 418,498K 502
21,21-5,249K 626,332K 834,416K 42,499K 251
21,21-6,250K 1,333K 334,416K 667,500K 1
21,21-7,250K 376,333K 834,417K 292,500K 751
21,21-8,250K 751,334K 334,417K 917,501K 501
21,21-9,251K 126,334K 835,418K 543,502K 252
21,21-10,251K 501,335K 335,419K 168,503K 2
21,21-11,251K 876,335K 835,419K 793,503K 752
21,21-12,252K 252,336K 336,420K 419,504K 503
21,21-13,252K 627,336K 836,421K 44,505K 253
21,21-14,253K 2,337K 336,421K 669,506K 3
21,21-15,253K 378,337K 837,422K 296,506K 756
21,21-16,253K 755,338K 340,422K 925,507K 510
21,21-17,254K 135,338K 847,423K 558,508K 270
21,21-18,254K 515,339K 353,424K 191,509K 30
21,21-19,254K 896,339K 861,424K 826,509K 792
21,21-20,255K 276,340K 368,425K 460,510K 552
21,21-21,255K 656,340K 875,426K 93,511K 312
21,21-22,256K 37,341K 383,426K 728,512K 74
21,21-23,256K 418,341K 890,427K 362,512K 835
21,21-24,256K 797,342K 396,427K 995,513K 594
21,21-25,257K 178,342K 904,428K 629,514K 355
21,21-26,257K 558,343K 411,429K 263,515K 116
21,21-27,257K 939,343K 918,429K 897,515K 877
21,21-28,258K 321,344K 428,430K 534,516K 641
21,21-29,258K 705,344K 940,431K 174,517K 409
21,21-30,259K 90,345K 453,431K 816,518K 180
22,22-1,259K 475,345K 967,432K 458,518K 950
22,22-2,259K 860,346K 480,433K 100,519K 720
22,22-3,260K 246,346K 994,433K 742,520K 491
22,22-4,260K 631,347K 508,434K 384,521K 261
22,22-5,261K 16,348K 21,435K 26,522K 32
22,22-6,261K 401,348K 535,435K 668,522K 802
22,22-7,261K 786,349K 48,436K 310,523K 572
22,22-8,262K 172,349K 562,436K 952,524K 343
22,22-9,262K 557,350K 76,437K 595,525K 114
22,22-10,262K 944,350K 592,438K 239,525K 887
22,22-11,263K 333,351K 110,438K 887,526K 665
22,22-12,263K 723,351K 630,439K 537,527K 445
22,22-13,264K 113,352K 150,440K 187,528K 225
22,22-14,264K 503,352K 671,440K 838,529K 6
22,22-15,264K 894,353K 192,441K 489,529K 787
22,22-16,265K 284,353K 712,442K 139,530K 567
22,22-17,265K 674,354K 232,442K 790,531K 348
22,22-18,266K 65,354K 753,443K 441,532K 130
22,22-19,266K 455,355K 273,444K 91,532K 910
22,22-20,266K 846,355K 794,444K 742,533K 691
22,22-21,267K 236,356K 314,445K 392,534K 471
22,22-22,267K 627,356K 836,446K 45,535K 254
22,22-23,268K 21,357K 361,446K 701,536K 42
22,22-24,268K 416,357K 888,447K 359,536K 831
22,22-25,268K 811,358K 415,448K 18,537K 622
22,22-26,269K 207,358K 942,448K 677,538K 413
22,22-27,269K 602,359K 469,449K 336,539K 204
22,22-28,269K 998,359K 997,449K 996,539K 996
22,22-29,270K 393,360K 524,450K 654,540K 785
22,22-30,270K 789,361K 52,451K 315,541K 578
23,23-1,271K 184,361K 579,451K 973,542K 368
23,23-2,271K 579,362K 105,452K 631,543K 158
23,23-3,271K 975,362K 633,453K 291,543K 950
23,23-4,272K 371,363K 161,453K 951,544K 742
23,23-5,272K 769,363K 692,454K 615,545K 538
23,23-6,273K 170,364K 226,455K 282,546K 339
23,23-7,273K 570,364K 760,455K 949,547K 139
23,23-8,273K 970,365K 293,456K 616,547K 940
23,23-9,274K 370,365K 827,457K 283,548K 740
23,23-10,274K 772,366K 362,457K 952,549K 543
23,23-11,275K 172,366K 896,458K 619,550K 343
23,23-12,275K 573,367K 430,459K 287,551K 145
23,23-13,275K 973,367K 964,459K 955,551K 946
23,23-14,276K 374,368K 499,460K 623,552K 748
23,23-15,276K 774,369K 32,461K 290,553K 548
23,23-16,277K 175,369K 567,461K 958,554K 350
23,23-17,277K 578,370K 104,462K 629,555K 155
23,23-18,277K 983,370K 644,463K 305,555K 966
23,23-19,278K 389,371K 185,463K 981,556K 778
23,23-20,278K 795,371K 726,464K 657,557K 589
23,23-21,279K 224,372K 299,465K 373,558K 448
23,23-22,280K 39,373K 385,466K 731,560K 78
23,23-23,282K 20,376K 27,470K 33,564K 40
23,23-24,285K 51,380K 68,475K 85,570K 102
23,23-25,288K 239,384K 318,480K 397,576K 477
23,23-26,291K 34,388K 45,485K 56,582K 68
23,23-27,292K 834,390K 445,488K 56,585K 668
23,23-28,293K 745,391K 660,489K 574,587K 489
23,23-29,294K 482,392K 642,490K 802,588K 963
23,23-30,295K 207,393K 609,492K 11,590K 414
24,24-1,295K 934,394K 578,493K 222,591K 867
24,24-2,296K 661,395K 548,494K 434,593K 321
24,24-3,297K 390,396K 520,495K 649,594K 779
24,24-4,298K 121,397K 494,496K 867,596K 241
24,24-5,298K 852,398K 469,498K 86,597K 704
24,24-6,299K 585,399K 446,499K 307,599K 169
24,24-7,300K 319,400K 425,500K 531,600K 638
24,24-8,301K 54,401K 405,501K 756,602K 108
24,24-9,301K 790,402K 387,502K 983,603K 580
24,24-10,302K 528,403K 371,504K 213,605K 56
24,24-11,303K 267,404K 356,505K 444,606K 533
24,24-12,304K 6,405K 341,506K 676,608K 12
24,24-13,304K 748,406K 330,507K 912,609K 495
24,24-14,305K 490,407K 320,509K 150,610K 980
24,24-15,306K 233,408K 311,510K 388,612K 466
24,24-16,306K 978,409K 304,511K 630,613K 956
24,24-17,307K 725,410K 300,512K 874,615K 449
24,24-18,308K 471,411K 295,514K 118,616K 942
24,24-19,309K 219,412K 292,515K 364,618K 437
24,24-20,309K 969,413K 292,516K 614,619K 937
24,24-21,310K 802,414K 402,518K 2,621K 603
24,24-22,311K 677,415K 569,519K 461,623K 354
24,24-23,312K 554,416K 739,520K 923,625K 108
24,24-24,313K 859,418K 478,523K 97,627K 717
24,24-25,315K 379,420K 505,525K 631,630K 758
24,24-26,316K 906,422K 541,528K 176,633K 812
24,24-27,318K 436,424K 581,530K 726,636K 872
24,24-28,319K 969,426K 625,533K 281,639K 938
24,24-29,321K 508,428K 677,535K 846,643K 16
24,24-30,323K 52,430K 736,538K 420,646K 104
25,25-1,324K 601,432K 801,541K 1,649K 202
25,25-2,326K 154,434K 872,543K 589,652K 307
25,25-3,327K 712,436K 949,546K 186,655K 424
25,25-4,329K 274,439K 32,548K 789,658K 547
25,25-5,330K 839,441K 119,551K 398,661K 678
25,25-6,332K 411,443K 215,554K 18,664K 822
25,25-7,333K 986,445K 315,556K 643,667K 972
25,25-8,335K 567,447K 422,559K 277,671K 133
25,25-9,337K 150,449K 533,561K 916,674K 300
25,25-10,338K 738,451K 650,564K 562,677K 475
25,25-11,340K 331,453K 774,567K 217,680K 661
25,25-12,341K 927,455K 903,569K 878,683K 854
25,25-13,343K 529,458K 39,572K 548,687K 58
25,25-14,345K 135,460K 180,575K 224,690K 269
25,25-15,346K 744,462K 325,577K 906,693K 488
25,25-16,348K 358,464K 477,580K 596,696K 716
25,25-17,349K 977,466K 636,583K 294,699K 953
25,25-18,351K 599,468K 799,585K 998,703K 198
25,25-19,353K 225,470K 967,588K 708,706K 450
25,25-20,354K 856,473K 141,591K 426,709K 712
25,25-21,356K 490,475K 320,594K 150,712K 980
25,25-22,358K 145,477K 527,596K 908,716K 290
25,25-23,360K 24,480K 32,600K 40,720K 48
25,25-24,362K 308,483K 77,603K 846,724K 616
25,25-25,364K 704,486K 272,607K 840,729K 408
25,25-26,367K 115,489K 487,611K 858,734K 230
25,25-27,369K 540,492K 720,615K 899,739K 79
25,25-28,371K 976,495K 968,619K 959,743K 951
25,25-29,374K 422,499K 229,624K 36,748K 844
25,25-30,376K 883,502K 510,628K 137,753K 765
26,26-1,379K 354,505K 805,632K 256,758K 708
26,26-2,381K 839,509K 118,636K 397,763K 677
26,26-3,384K 335,512K 446,640K 557,768K 669
26,26-4,386K 843,515K 791,644K 738,773K 686
26,26-5,389K 365,519K 153,648K 941,778K 730
26,26-6,391K 896,522K 528,653K 160,783K 792
26,26-7,394K 440,525K 920,657K 399,788K 879
26,26-8,396K 998,529K 330,661K 662,793K 995
26,26-9,399K 567,532K 756,665K 945,799K 134
26,26-10,402K 149,536K 199,670K 248,804K 298
26,26-11,404K 742,539K 656,674K 569,809K 483
26,26-12,407K 348,543K 130,678K 912,814K 695
26,26-13,409K 965,546K 620,683K 274,819K 929
26,26-14,412K 595,550K 127,687K 658,825K 190
26,26-15,415K 238,553K 650,692K 62,830K 475
26,26-16,417K 890,557K 187,696K 483,835K 780
26,26-17,420K 557,560K 742,700K 927,841K 113
26,26-18,423K 235,564K 313,705K 391,846K 470
26,26-19,425K 924,567K 899,709K 873,851K 848
26,26-20,428K 626,571K 501,714K 376,857K 252
26,26-21,431K 339,575K 119,718K 898,862K 678
26,26-22,434K 67,578K 756,723K 444,868K 133
26,26-23,436K 805,582K 407,728K 8,873K 610
26,26-24,439K 554,586K 72,732K 589,879K 107
26,26-25,442K 313,589K 751,737K 188,884K 626
26,26-26,445K 88,593K 450,741K 812,890K 175
26,26-27,447K 874,597K 165,746K 456,895K 748
26,26-28,450K 671,600K 894,751K 117,901K 341
26,26-29,453K 479,604K 638,755K 797,906K 957
26,26-30,456K 299,608K 399,760K 498,912K 598
27,27-1,459K 150,612K 200,765K 249,918K 299
27,27-2,462K 278,616K 370,770K 462,924K 555
27,27-3,465K 620,620K 826,776K 32,931K 239
27,27-4,468K 923,625K 230,781K 537,937K 845
27,27-5,471K 285,628K 380,785K 474,942K 569
27,27-6,472K 397,629K 862,787K 327,944K 793
27,27-7,473K 351,631K 134,788K 917,946K 701
27,27-8,474K 298,632K 397,790K 496,948K 596
27,27-9,475K 237,633K 649,792K 61,950K 474
27,27-10,476K 169,634K 892,793K 615,952K 338
27,27-11,477K 95,636K 126,795K 157,954K 189
27,27-12,478K 13,637K 350,796K 687,956K 25
27,27-13,478K 922,638K 562,798K 202,957K 843
27,27-14,479K 825,639K 766,799K 707,959K 649
27,27-15,480K 720,640K 960,801K 199,961K 439
27,27-16,481K 607,642K 143,802K 678,963K 214
27,27-17,482K 485,643K 313,804K 141,964K 970
27,27-18,483K 354,644K 472,805K 590,966K 708
27,27-19,484K 215,645K 620,807K 25,968K 430
27,27-20,485K 69,646K 759,808K 448,970K 138
27,27-21,485K 913,647K 884,809K 854,971K 825
27,27-22,486K 748,648K 997,811K 246,973K 496
27,27-23,487K 575,650K 100,812K 624,975K 149
27,27-24,488K 393,651K 190,813K 987,976K 785
27,27-25,489K 201,652K 268,815K 334,978K 401
27,27-26,489K 998,653K 331,816K 663,979K 996
27,27-27,490K 788,654K 384,817K 980,981K 576
27,27-28,491K 567,655K 423,819K 278,983K 134
27,27-29,492K 337,656K 449,820K 561,984K 674
27,27-30,493K 96,657K 461,821K 826,986K 192
28,28-1,493K 845,658K 460,823K 74,987K 689
28,28-2,494K 584,659K 445,824K 306,989K 168
28,28-3,495K 312,660K 416,825K 520,990K 624
28,28-4,496K 29,661K 372,826K 715,992K 58
28,28-5,496K 737,662K 316,827K 894,993K 473
28,28-6,497K 432,663K 242,829K 52,994K 863
28,28-7,498K 114,664K 152,830K 190,996K 228
28,28-8,498K 801,665K 68,831K 334,997K 601
28,28-9,500K 210,666K 946,833K 682,1M 1K
28,28-10,503K 229,670K 972,838K 714,1M 7K
28,28-11,507K 435,676K 580,845K 724,1M 15K
28,28-12,512K 94,682K 792,853K 489,1M 25K
28,28-13,516K 809,689K 79,861K 348,1M 34K
28,28-14,521K 565,695K 420,869K 275,1M 44K
28,28-15,526K 364,701K 818,877K 272,1M 53K
28,28-16,531K 205,708K 273,885K 341,1M 63K
28,28-17,536K 94,714K 792,893K 490,1M 73K
28,28-18,541K 30,721K 373,901K 716,1M 83K
28,28-19,546K 9,728K 12,910K 14,1M 93K
28,28-20,551K 31,734K 708,918K 384,1M 103K
28,28-21,556K 100,741K 466,926K 832,1M 113K
28,28-22,561K 221,748K 295,935K 368,1M 123K
28,28-23,566K 388,755K 184,943K 980,1M 133K
28,28-24,571K 599,762K 132,952K 664,1M 144K
28,28-25,576K 855,769K 140,961K 425,1M 154K
28,28-26,582K 167,776K 222,970K 277,1M 165K
28,28-27,587K 527,783K 369,979K 211,1M 176K
28,28-28,592K 934,790K 579,988K 223,1M 186K
28,28-29,598K 388,797K 850,997K 312,1M 197K
28,28-30,603K 894,805K 192,1M 7K,1M 208K
29,29-1,609K 453,812K 604,1M 16K,1M 219K
29,29-2,615K 63,820K 84,1M 26K,1M 231K
29,29-3,620K 721,827K 628,1M 35K,1M 242K
29,29-4,626K 432,835K 243,1M 45K,1M 253K
29,29-5,632K 197,842K 929,1M 54K,1M 265K
29,29-6,638K 16,850K 688,1M 64K,1M 277K
29,29-7,643K 886,858K 515,1M 74K,1M 288K
29,29-8,649K 809,866K 412,1M 84K,1M 300K
29,29-9,655K 792,874K 389,1M 93K,1M 312K
29,29-10,661K 827,882K 436,1M 104K,1M 324K
29,29-11,667K 751,890K 334,1M 113K,1M 336K
29,29-12,671K 601,895K 468,1M 120K,1M 344K
29,29-13,674K 895,899K 860,1M 125K,1M 350K
29,29-14,678K 204,904K 272,1M 131K,1M 357K
29,29-15,681K 529,908K 705,1M 136K,1M 364K
29,29-16,684K 870,913K 160,1M 142K,1M 370K
29,29-17,688K 230,917K 640,1M 148K,1M 377K
29,29-18,691K 606,922K 141,1M 153K,1M 384K
29,29-19,695K 2,926K 669,1M 159K,1M 391K
29,29-20,698K 418,931K 224,1M 165K,1M 397K
29,29-21,701K 850,935K 800,1M 170K,1M 404K
29,29-22,705K 305,940K 406,1M 176K,1M 411K
29,29-23,708K 773,945K 30,1M 182K,1M 418K
29,29-24,712K 258,949K 677,1M 188K,1M 425K
29,29-25,715K 760,954K 346,1M 193K,1M 432K
29,29-26,719K 280,959K 40,1M 199K,1M 439K
29,29-27,722K 818,963K 757,1M 205K,1M 446K
29,29-28,726K 372,968K 496,1M 211K,1M 453K
29,29-29,729K 944,973K 258,1M 217K,1M 460K
29,29-30,733K 533,978K 44,1M 223K,1M 468K
30,30-1,737K 140,982K 853,1M 229K,1M 475K
30,30-2,740K 765,987K 686,1M 235K,1M 482K
30,30-3,744K 407,992K 542,1M 241K,1M 489K
30,30-4,748K 68,997K 424,1M 247K,1M 497K
30,30-5,751K 746,1M 3K,1M 253K,1M 504K
30,30-6,755K 444,1M 8K,1M 260K,1M 511K
30,30-7,759K 158,1M 13K,1M 266K,1M 519K
30,30-8,762K 890,1M 18K,1M 272K,1M 526K
30,30-9,766K 643,1M 23K,1M 278K,1M 534K
30,30-10,770K 412,1M 28K,1M 285K,1M 541K
30,30-11,774K 200,1M 33K,1M 291K,1M 549K
30,30-12,778K 8,1M 38K,1M 297K,1M 557K
30,30-13,781K 834,1M 43K,1M 304K,1M 564K
30,30-14,785K 679,1M 48K,1M 310K,1M 572K
30,30-15,789K 543,1M 53K,1M 316K,1M 580K
30,30-16,793K 754,1M 59K,1M 323K,1M 588K
30,30-17,802K 446,1M 70K,1M 338K,1M 605K
30,30-18,811K 724,1M 83K,1M 353K,1M 624K
30,30-19,821K 102,1M 95K,1M 369K,1M 643K
30,30-20,830K 584,1M 108K,1M 385K,1M 662K
30,30-21,840K 173,1M 121K,1M 401K,1M 681K
30,30-22,849K 893,1M 134K,1M 417K,1M 700K
30,30-23,859K 715,1M 147K,1M 433K,1M 720K
30,30-24,869K 646,1M 160K,1M 450K,1M 740K
30,30-25,879K 683,1M 173K,1M 467K,1M 760K
30,30-26,889K 851,1M 187K,1M 484K,1M 780K
30,30-27,900K 141,1M 201K,1M 501K,1M 801K
30,30-28,910K 542,1M 215K,1M 518K,1M 822K
30,30-29,921K 57,1M 229K,1M 536K,1M 843K
30,30-30,931K 695,1M 243K,1M 553K,1M 864K
31,31-1,942K 328,1M 257K,1M 571K,1M 885K
31,31-2,951K 399,1M 269K,1M 586K,1M 903K
31,31-3,958K 429,1M 278K,1M 598K,1M 917K
31,31-4,965K 178,1M 287K,1M 609K,1M 931K
31,31-5,971K 976,1M 296K,1M 620K,1M 944K
31,31-6,978K 822,1M 306K,1M 632K,1M 958K
31,31-7,985K 716,1M 315K,1M 643K,1M 972K
31,31-8,992K 657,1M 324K,1M 655K,1M 986K
31,31-9,999K 649,1M 333K,1M 667K,2M
31,31-10,1M 7K,1M 343K,1M 678K,2M 14K
31,31-11,1M 14K,1M 352K,1M 690K,2M 28K
31,31-12,1M 21K,1M 362K,1M 702K,2M 42K
31,31-13,1M 29K,1M 371K,1M 714K,2M 57K
31,31-14,1M 36K,1M 381K,1M 726K,2M 71K
31,31-15,1M 43K,1M 391K,1M 738K,2M 86K
31,31-16,1M 50K,1M 400K,1M 750K,2M 100K
31,31-17,1M 58K,1M 410K,1M 763K,2M 115K
31,31-18,1M 65K,1M 420K,1M 775K,2M 130K
31,31-19,1M 73K,1M 430K,1M 788K,2M 145K
31,31-20,1M 80K,1M 440K,1M 800K,2M 160K
31,31-21,1M 89K,1M 452K,1M 815K,2M 177K
31,31-22,1M 98K,1M 464K,1M 830K,2M 195K
31,31-23,1M 107K,1M 476K,1M 845K,2M 214K
31,31-24,1M 116K,1M 488K,1M 860K,2M 232K
31,31-25,1M 125K,1M 500K,1M 875K,2M 250K
31,31-26,1M 135K,1M 513K,1M 891K,2M 269K
31,31-27,1M 144K,1M 525K,1M 906K,2M 288K
31,31-28,1M 154K,1M 538K,1M 923K,2M 307K
31,31-29,1M 164K,1M 552K,1M 940K,2M 328K
31,31-30,1M 174K,1M 566K,1M 957K,2M 348K
32,32-1,1M 185K,1M 580K,1M 974K,2M 369K
32,32-2,1M 195K,1M 594K,1M 992K,2M 390K
32,32-3,1M 206K,1M 608K,2M 9K,2M 411K
32,32-4,1M 216K,1M 622K,2M 27K,2M 432K
32,32-5,1M 227K,1M 636K,2M 45K,2M 454K
32,32-6,1M 238K,1M 651K,2M 63K,2M 476K
32,32-7,1M 249K,1M 665K,2M 81K,2M 498K
32,32-8,1M 260K,1M 680K,2M 100K,2M 520K
32,32-9,1M 271K,1M 695K,2M 118K,2M 542K
32,32-10,1M 282K,1M 710K,2M 137K,2M 564K
32,32-11,1M 294K,1M 725K,2M 156K,2M 587K
32,32-12,1M 305K,1M 740K,2M 175K,2M 610K
32,32-13,1M 317K,1M 755K,2M 194K,2M 633K
32,32-14,1M 328K,1M 771K,2M 214K,2M 656K
32,32-15,1M 340K,1M 787K,2M 233K,2M 680K
32,32-16,1M 352K,1M 802K,2M 253K,2M 703K
32,32-17,1M 364K,1M 818K,2M 273K,2M 727K
32,32-18,1M 376K,1M 834K,2M 293K,2M 751K
32,32-19,1M 388K,1M 851K,2M 313K,2M 776K
32,32-20,1M 400K,1M 867K,2M 333K,2M 800K
32,32-21,1M 412K,1M 882K,2M 352K,2M 823K
32,32-22,1M 423K,1M 897K,2M 371K,2M 846K
32,32-23,1M 435K,1M 913K,2M 391K,2M 869K
32,32-24,1M 446K,1M 928K,2M 410K,2M 892K
32,32-25,1M 458K,1M 944K,2M 430K,2M 916K
32,32-26,1M 470K,1M 960K,2M 450K,2M 940K
32,32-27,1M 482K,1M 976K,2M 470K,2M 964K
32,32-28,1M 494K,1M 992K,2M 490K,2M 988K
32,32-29,1M 506K,2M 8K,2M 510K,3M 12K
32,32-30,1M 519K,2M 25K,2M 531K,3M 37K
33,33-1,1M 531K,2M 41K,2M 552K,3M 62K
33,33-2,1M 544K,2M 58K,2M 572K,3M 87K
33,33-3,1M 556K,2M 75K,2M 593K,3M 112K
33,33-4,1M 569K,2M 92K,2M 615K,3M 137K
33,33-5,1M 582K,2M 109K,2M 636K,3M 163K
33,33-6,1M 595K,2M 126K,2M 657K,3M 189K
33,33-7,1M 608K,2M 143K,2M 679K,3M 215K
33,33-8,1M 621K,2M 161K,2M 701K,3M 241K
33,33-9,1M 634K,2M 179K,2M 723K,3M 268K
33,33-10,1M 647K,2M 196K,2M 745K,3M 294K
33,33-11,1M 661K,2M 214K,2M 768K,3M 321K
33,33-12,1M 674K,2M 232K,2M 790K,3M 348K
33,33-13,1M 688K,2M 251K,2M 813K,3M 376K
33,33-14,1M 702K,2M 269K,2M 836K,3M 403K
33,33-15,1M 716K,2M 288K,2M 859K,3M 431K
33,33-16,1M 730K,2M 306K,2M 883K,3M 459K
33,33-17,1M 744K,2M 325K,2M 906K,3M 487K
33,33-18,1M 758K,2M 344K,2M 930K,3M 516K
33,33-19,1M 773K,2M 363K,2M 954K,3M 545K
33,33-20,1M 787K,2M 383K,2M 978K,3M 574K
33,33-21,1M 802K,2M 402K,3M 2K,3M 603K
33,33-22,1M 816K,2M 422K,3M 27K,3M 632K
33,33-23,1M 831K,2M 441K,3M 52K,3M 662K
33,33-24,1M 846K,2M 461K,3M 77K,3M 692K
33,33-25,1M 861K,2M 482K,3M 102K,3M 722K
33,33-26,1M 876K,2M 502K,3M 127K,3M 752K
33,33-27,1M 892K,2M 522K,3M 153K,3M 783K
33,33-28,1M 907K,2M 543K,3M 178K,3M 814K
33,33-29,1M 923K,2M 564K,3M 204K,3M 845K
33,33-30,1M 939K,2M 585K,3M 231K,3M 877K
34,34-1,1M 954K,2M 606K,3M 257K,3M 908K
34,34-2,1M 970K,2M 627K,3M 284K,3M 940K
34,34-3,1M 986K,2M 648K,3M 310K,3M 972K
34,34-4,2M 2K,2M 669K,3M 337K,4M 4K
34,34-5,2M 18K,2M 690K,3M 363K,4M 35K
34,34-6,2M 33K,2M 711K,3M 389K,4M 66K
34,34-7,2M 49K,2M 732K,3M 415K,4M 98K
34,34-8,2M 65K,2M 754K,3M 442K,4M 130K
34,34-9,2M 81K,2M 775K,3M 469K,4M 162K
34,34-10,2M 98K,2M 797K,3M 496K,4M 195K
34,34-11,2M 114K,2M 818K,3M 523K,4M 227K
34,34-12,2M 130K,2M 840K,3M 550K,4M 260K
34,34-13,2M 147K,2M 862K,3M 578K,4M 293K
34,34-14,2M 164K,2M 885K,3M 606K,4M 327K
34,34-15,2M 181K,2M 907K,3M 634K,4M 361K
34,34-16,2M 198K,2M 930K,3M 662K,4M 395K
34,34-17,2M 215K,2M 953K,3M 691K,4M 429K
34,34-18,2M 232K,2M 976K,3M 719K,4M 463K
34,34-19,2M 249K,2M 999K,3M 748K,4M 498K
34,34-20,2M 267K,3M 22K,3M 778K,4M 533K
34,34-21,2M 284K,3M 46K,3M 807K,4M 568K
34,34-22,2M 302K,3M 69K,3M 837K,4M 604K
34,34-23,2M 320K,3M 93K,3M 867K,4M 640K
34,34-24,2M 338K,3M 117K,3M 896K,4M 675K
34,34-25,2M 352K,3M 136K,3M 919K,4M 703K
34,34-26,2M 363K,3M 151K,3M 938K,4M 726K
34,34-27,2M 375K,3M 166K,3M 957K,4M 749K
34,34-28,2M 386K,3M 181K,3M 976K,4M 771K
34,34-29,2M 397K,3M 196K,3M 995K,4M 794K
34,34-30,2M 409K,3M 212K,4M 14K,4M 817K
35,35-1,2M 420K,3M 227K,4M 34K,4M 840K
35,35-2,2M 432K,3M 243K,4M 53K,4M 864K
35,35-3,2M 444K,3M 258K,4M 73K,4M 887K
35,35-4,2M 456K,3M 274K,4M 92K,4M 911K
35,35-5,2M 467K,3M 290K,4M 112K,4M 934K
35,35-6,2M 479K,3M 305K,4M 132K,4M 958K
35,35-7,2M 491K,3M 321K,4M 151K,4M 982K
35,35-8,2M 503K,3M 337K,4M 171K,5M 6K
35,35-9,2M 515K,3M 353K,4M 191K,5M 30K
35,35-10,2M 527K,3M 369K,4M 212K,5M 54K
35,35-11,2M 539K,3M 386K,4M 232K,5M 78K
35,35-12,2M 552K,3M 402K,4M 252K,5M 103K
35,35-13,2M 564K,3M 418K,4M 273K,5M 127K
35,35-14,2M 576K,3M 435K,4M 293K,5M 152K
35,35-15,2M 588K,3M 451K,4M 314K,5M 176K
35,35-16,2M 601K,3M 468K,4M 335K,5M 201K
35,35-17,2M 613K,3M 484K,4M 355K,5M 226K
35,35-18,2M 626K,3M 501K,4M 376K,5M 251K
35,35-19,2M 639K,3M 518K,4M 397K,5M 277K
35,35-20,2M 651K,3M 535K,4M 418K,5M 302K
35,35-21,2M 664K,3M 552K,4M 439K,5M 327K
35,35-22,2M 677K,3M 569K,4M 461K,5M 353K
35,35-23,2M 690K,3M 586K,4M 482K,5M 379K
